;type;num_scene_changes;difference;std_count;scene_changes_per_min;time_interval;videoid;channel
304;two_seconds;75;62;36.0027776706187;20.5564964916526;2.73516949152542;1;Coco
305;all_frames;114;225;108.932547936785;32.7142287764049;1.7390350877193;2;Coco
306;half_half_second;339;0;108.932547936785;32.7142287764049;1.7390350877193;2;Coco
307;half_second;299;40;108.932547936785;32.7142287764049;1.7390350877193;2;Coco
308;per_second;178;161;108.932547936785;32.7142287764049;1.7390350877193;2;Coco
309;two_seconds;97;242;108.932547936785;32.7142287764049;1.7390350877193;2;Coco
310;all_frames;53;176;76.1597006296637;17.6055363321799;3.00864779874214;3;Coco
311;half_half_second;229;0;76.1597006296637;17.6055363321799;3.00864779874214;3;Coco
312;half_second;206;23;76.1597006296637;17.6055363321799;3.00864779874214;3;Coco
313;per_second;147;82;76.1597006296637;17.6055363321799;3.00864779874214;3;Coco
314;two_seconds;82;147;76.1597006296637;17.6055363321799;3.00864779874214;3;Coco
315;all_frames;53;71;31.8825971338597;18.1067615658363;3.03694968553459;4;Coco
316;half_half_second;124;0;31.8825971338597;18.1067615658363;3.03694968553459;4;Coco
317;half_second;123;1;31.8825971338597;18.1067615658363;3.03694968553459;4;Coco
318;per_second;114;10;31.8825971338597;18.1067615658363;3.03694968553459;4;Coco
319;two_seconds;76;48;31.8825971338597;18.1067615658363;3.03694968553459;4;Coco
320;all_frames;61;68;25.7235300843411;15.3759235115167;3.65347654041832;5;Coco
321;half_half_second;105;24;25.7235300843411;15.3759235115167;3.65347654041832;5;Coco
322;half_second;129;0;25.7235300843411;15.3759235115167;3.65347654041832;5;Coco
323;per_second;114;15;25.7235300843411;15.3759235115167;3.65347654041832;5;Coco
324;two_seconds;92;37;25.7235300843411;15.3759235115167;3.65347654041832;5;Coco
325;all_frames;79;50;24.4908146046635;28.9244851258581;1.88871308016878;6;Coco
326;half_half_second;109;20;24.4908146046635;28.9244851258581;1.88871308016878;6;Coco
327;half_second;129;0;24.4908146046635;28.9244851258581;1.88871308016878;6;Coco
328;per_second;114;15;24.4908146046635;28.9244851258581;1.88871308016878;6;Coco
329;two_seconds;71;58;24.4908146046635;28.9244851258581;1.88871308016878;6;Coco
330;all_frames;37;49;22.0522107735256;12.1242937853107;4.39142590866729;7;Coco
331;half_half_second;85;1;22.0522107735256;12.1242937853107;4.39142590866729;7;Coco
332;half_second;86;0;22.0522107735256;12.1242937853107;4.39142590866729;7;Coco
333;per_second;86;0;22.0522107735256;12.1242937853107;4.39142590866729;7;Coco
334;two_seconds;59;27;22.0522107735256;12.1242937853107;4.39142590866729;7;Coco
335;all_frames;78;49;20.6082507748717;23.106356716725;2.45886752136752;8;Coco
336;half_half_second;110;17;20.6082507748717;23.106356716725;2.45886752136752;8;Coco
337;half_second;127;0;20.6082507748717;23.106356716725;2.45886752136752;8;Coco
338;per_second;117;10;20.6082507748717;23.106356716725;2.45886752136752;8;Coco
339;two_seconds;87;40;20.6082507748717;23.106356716725;2.45886752136752;8;Coco
340;all_frames;53;62;28.4815729902686;19.0497831026647;2.86532205595316;9;Coco
341;half_half_second;107;8;28.4815729902686;19.0497831026647;2.86532205595316;9;Coco
342;half_second;115;0;28.4815729902686;19.0497831026647;2.86532205595316;9;Coco
343;per_second;107;8;28.4815729902686;19.0497831026647;2.86532205595316;9;Coco
344;two_seconds;64;51;28.4815729902686;19.0497831026647;2.86532205595316;9;Coco
345;all_frames;82;59;29.9866637023861;25.8890594167946;2.13871951219512;10;Coco
346;half_half_second;137;4;29.9866637023861;25.8890594167946;2.13871951219512;10;Coco
347;half_second;141;0;29.9866637023861;25.8890594167946;2.13871951219512;10;Coco
348;per_second;133;8;29.9866637023861;25.8890594167946;2.13871951219512;10;Coco
349;two_seconds;83;58;29.9866637023861;25.8890594167946;2.13871951219512;10;Coco
350;all_frames;56;62;25.3219272568263;21.7182870993806;2.49553571428571;11;Coco
351;half_half_second;96;22;25.3219272568263;21.7182870993806;2.49553571428571;11;Coco
352;half_second;118;0;25.3219272568263;21.7182870993806;2.49553571428571;11;Coco
353;per_second;98;20;25.3219272568263;21.7182870993806;2.49553571428571;11;Coco
354;two_seconds;66;52;25.3219272568263;21.7182870993806;2.49553571428571;11;Coco
355;all_frames;74;84;40.7406430975261;26.9294920394238;2.04391891891892;12;Coco
356;half_half_second;152;6;40.7406430975261;26.9294920394238;2.04391891891892;12;Coco
357;half_second;158;0;40.7406430975261;26.9294920394238;2.04391891891892;12;Coco
358;per_second;128;30;40.7406430975261;26.9294920394238;2.04391891891892;12;Coco
359;two_seconds;75;83;40.7406430975261;26.9294920394238;2.04391891891892;12;Coco
360;all_frames;73;85;39.866025635872;26.019801980198;2.15753424657534;13;Coco
361;half_half_second;141;17;39.866025635872;26.019801980198;2.15753424657534;13;Coco
362;half_second;158;0;39.866025635872;26.019801980198;2.15753424657534;13;Coco
363;per_second;139;19;39.866025635872;26.019801980198;2.15753424657534;13;Coco
364;two_seconds;76;82;39.866025635872;26.019801980198;2.15753424657534;13;Coco
365;all_frames;23;32;13.6381816969859;9.57502168256722;5.78804347826087;14;Coco
366;half_half_second;55;0;13.6381816969859;9.57502168256722;5.78804347826087;14;Coco
367;half_second;53;2;13.6381816969859;9.57502168256722;5.78804347826087;14;Coco
368;per_second;55;0;13.6381816969859;9.57502168256722;5.78804347826087;14;Coco
369;two_seconds;44;11;13.6381816969859;9.57502168256722;5.78804347826087;14;Coco
370;all_frames;71;52;24.8495472795784;25.1822660098522;2.15845070422535;15;Coco
371;half_half_second;107;16;24.8495472795784;25.1822660098522;2.15845070422535;15;Coco
372;half_second;123;0;24.8495472795784;25.1822660098522;2.15845070422535;15;Coco
373;per_second;114;9;24.8495472795784;25.1822660098522;2.15845070422535;15;Coco
374;two_seconds;70;53;24.8495472795784;25.1822660098522;2.15845070422535;15;Coco
375;all_frames;73;72;39.9098985215448;35.1336898395722;1.49086757990868;16;Coco
376;half_half_second;145;0;39.9098985215448;35.1336898395722;1.49086757990868;16;Coco
377;half_second;128;17;39.9098985215448;35.1336898395722;1.49086757990868;16;Coco
378;per_second;105;40;39.9098985215448;35.1336898395722;1.49086757990868;16;Coco
379;two_seconds;47;98;39.9098985215448;35.1336898395722;1.49086757990868;16;Coco
380;all_frames;60;59;25.7817765097753;18.3829787234043;3.07291666666667;17;Coco
381;half_half_second;110;9;25.7817765097753;18.3829787234043;3.07291666666667;17;Coco
382;half_second;119;0;25.7817765097753;18.3829787234043;3.07291666666667;17;Coco
383;per_second;104;15;25.7817765097753;18.3829787234043;3.07291666666667;17;Coco
384;two_seconds;71;48;25.7817765097753;18.3829787234043;3.07291666666667;17;Coco
385;all_frames;62;125;54.2696968850942;21.5652173913043;2.54637096774194;18;Coco
386;half_half_second;165;22;54.2696968850942;21.5652173913043;2.54637096774194;18;Coco
387;half_second;187;0;54.2696968850942;21.5652173913043;2.54637096774194;18;Coco
388;per_second;133;54;54.2696968850942;21.5652173913043;2.54637096774194;18;Coco
389;two_seconds;77;110;54.2696968850942;21.5652173913043;2.54637096774194;18;Coco
390;all_frames;99;186;87.5699720223776;26.0288479094395;2.15656565656566;19;Coco
391;half_half_second;285;0;87.5699720223776;26.0288479094395;2.15656565656566;19;Coco
392;half_second;268;17;87.5699720223776;26.0288479094395;2.15656565656566;19;Coco
393;per_second;198;87;87.5699720223776;26.0288479094395;2.15656565656566;19;Coco
394;two_seconds;105;180;87.5699720223776;26.0288479094395;2.15656565656566;19;Coco
395;all_frames;123;92;49.0428384170411;30.9596224436287;1.82486449864499;20;Coco
396;half_half_second;215;0;49.0428384170411;30.9596224436287;1.82486449864499;20;Coco
397;half_second;211;4;49.0428384170411;30.9596224436287;1.82486449864499;20;Coco
398;per_second;176;39;49.0428384170411;30.9596224436287;1.82486449864499;20;Coco
399;two_seconds;109;106;49.0428384170411;30.9596224436287;1.82486449864499;20;Coco
400;all_frames;11;38;15.1558569536665;4.7073290703394;10.871473354232;1;PinkFong
401;half_half_second;38;11;15.1558569536665;4.7073290703394;10.871473354232;1;PinkFong
402;half_second;47;2;15.1558569536665;4.7073290703394;10.871473354232;1;PinkFong
403;per_second;49;0;15.1558569536665;4.7073290703394;10.871473354232;1;PinkFong
404;two_seconds;36;13;15.1558569536665;4.7073290703394;10.871473354232;1;PinkFong
405;all_frames;32;14;6.68580586017871;14.0322580645161;4.17995689655172;2;PinkFong
406;half_half_second;46;0;6.68580586017871;14.0322580645161;4.17995689655172;2;PinkFong
407;half_second;37;9;6.68580586017871;14.0322580645161;4.17995689655172;2;PinkFong
408;per_second;32;14;6.68580586017871;14.0322580645161;4.17995689655172;2;PinkFong
409;two_seconds;29;17;6.68580586017871;14.0322580645161;4.17995689655172;2;PinkFong
410;all_frames;78;0;16.2419210686421;47.9745493107105;1.18302387267905;3;PinkFong
411;half_half_second;70;8;16.2419210686421;47.9745493107105;1.18302387267905;3;PinkFong
412;half_second;62;16;16.2419210686421;47.9745493107105;1.18302387267905;3;PinkFong
413;per_second;50;28;16.2419210686421;47.9745493107105;1.18302387267905;3;PinkFong
414;two_seconds;37;41;16.2419210686421;47.9745493107105;1.18302387267905;3;PinkFong
415;all_frames;72;77;35.1781181986757;26.1544885177453;2.15038314176245;4;PinkFong
416;half_half_second;149;0;35.1781181986757;26.1544885177453;2.15038314176245;4;PinkFong
417;half_second;111;38;35.1781181986757;26.1544885177453;2.15038314176245;4;PinkFong
418;per_second;80;69;35.1781181986757;26.1544885177453;2.15038314176245;4;PinkFong
419;two_seconds;63;86;35.1781181986757;26.1544885177453;2.15038314176245;4;PinkFong
420;all_frames;83;19;23.9060661757638;38.7081211471455;1.44827586206897;5;PinkFong
421;half_half_second;102;0;23.9060661757638;38.7081211471455;1.44827586206897;5;PinkFong
422;half_second;75;27;23.9060661757638;38.7081211471455;1.44827586206897;5;PinkFong
423;per_second;53;49;23.9060661757638;38.7081211471455;1.44827586206897;5;PinkFong
424;two_seconds;42;60;23.9060661757638;38.7081211471455;1.44827586206897;5;PinkFong
425;all_frames;56;81;39.8584997208876;26.0883534136546;2.23214285714286;6;PinkFong
426;half_half_second;137;0;39.8584997208876;26.0883534136546;2.23214285714286;6;PinkFong
427;half_second;122;15;39.8584997208876;26.0883534136546;2.23214285714286;6;PinkFong
428;per_second;72;65;39.8584997208876;26.0883534136546;2.23214285714286;6;PinkFong
429;two_seconds;49;88;39.8584997208876;26.0883534136546;2.23214285714286;6;PinkFong
430;all_frames;23;37;15.1888116717537;7.11719722568024;7.53223388305847;7;PinkFong
431;half_half_second;60;0;15.1888116717537;7.11719722568024;7.53223388305847;7;PinkFong
432;half_second;56;4;15.1888116717537;7.11719722568024;7.53223388305847;7;PinkFong
433;per_second;53;7;15.1888116717537;7.11719722568024;7.53223388305847;7;PinkFong
434;two_seconds;39;21;15.1888116717537;7.11719722568024;7.53223388305847;7;PinkFong
435;all_frames;20;4;1.6431676725155;9.09803921568627;5.56034482758621;8;PinkFong
436;half_half_second;21;3;1.6431676725155;9.09803921568627;5.56034482758621;8;PinkFong
437;half_second;23;1;1.6431676725155;9.09803921568627;5.56034482758621;8;PinkFong
438;per_second;24;0;1.6431676725155;9.09803921568627;5.56034482758621;8;PinkFong
439;two_seconds;21;3;1.6431676725155;9.09803921568627;5.56034482758621;8;PinkFong
440;all_frames;27;31;13.4536240470737;15.0047908016608;3.77011494252874;9;PinkFong
441;half_half_second;58;0;13.4536240470737;15.0047908016608;3.77011494252874;9;PinkFong
442;half_second;54;4;13.4536240470737;15.0047908016608;3.77011494252874;9;PinkFong
443;per_second;44;14;13.4536240470737;15.0047908016608;3.77011494252874;9;PinkFong
444;two_seconds;32;26;13.4536240470737;15.0047908016608;3.77011494252874;9;PinkFong
445;all_frames;19;6;4.91934955049954;21.7786561264822;2.23593466424682;10;PinkFong
446;half_half_second;25;0;4.91934955049954;21.7786561264822;2.23593466424682;10;PinkFong
447;half_second;23;2;4.91934955049954;21.7786561264822;2.23593466424682;10;PinkFong
448;per_second;16;9;4.91934955049954;21.7786561264822;2.23593466424682;10;PinkFong
449;two_seconds;13;12;4.91934955049954;21.7786561264822;2.23593466424682;10;PinkFong
450;all_frames;46;32;20.0324736365732;26.0038986354776;2.24062968515742;11;PinkFong
451;half_half_second;78;0;20.0324736365732;26.0038986354776;2.24062968515742;11;PinkFong
452;half_second;66;12;20.0324736365732;26.0038986354776;2.24062968515742;11;PinkFong
453;per_second;39;39;20.0324736365732;26.0038986354776;2.24062968515742;11;PinkFong
454;two_seconds;29;49;20.0324736365732;26.0038986354776;2.24062968515742;11;PinkFong
455;all_frames;18;23;9.01665126307988;8.17541111981206;6.19348659003831;12;PinkFong
456;half_half_second;30;11;9.01665126307988;8.17541111981206;6.19348659003831;12;PinkFong
457;half_second;38;3;9.01665126307988;8.17541111981206;6.19348659003831;12;PinkFong
458;per_second;41;0;9.01665126307988;8.17541111981206;6.19348659003831;12;PinkFong
459;two_seconds;35;6;9.01665126307988;8.17541111981206;6.19348659003831;12;PinkFong
460;all_frames;2;58;22.4120503301237;0.925039872408293;54.5344827586207;13;PinkFong
461;half_half_second;49;11;22.4120503301237;0.925039872408293;54.5344827586207;13;PinkFong
462;half_second;60;0;22.4120503301237;0.925039872408293;54.5344827586207;13;PinkFong
463;per_second;36;24;22.4120503301237;0.925039872408293;54.5344827586207;13;PinkFong
464;two_seconds;25;35;22.4120503301237;0.925039872408293;54.5344827586207;13;PinkFong
465;all_frames;45;21;13.8672275527591;26.2987012987013;2.25703703703704;14;PinkFong
466;half_half_second;66;0;13.8672275527591;26.2987012987013;2.25703703703704;14;PinkFong
467;half_second;56;10;13.8672275527591;26.2987012987013;2.25703703703704;14;PinkFong
468;per_second;41;25;13.8672275527591;26.2987012987013;2.25703703703704;14;PinkFong
469;two_seconds;30;36;13.8672275527591;26.2987012987013;2.25703703703704;14;PinkFong
470;all_frames;22;21;8.87130204648675;10.4733242134063;5.58934169278997;15;PinkFong
471;half_half_second;42;1;8.87130204648675;10.4733242134063;5.58934169278997;15;PinkFong
472;half_second;43;0;8.87130204648675;10.4733242134063;5.58934169278997;15;PinkFong
473;per_second;33;10;8.87130204648675;10.4733242134063;5.58934169278997;15;PinkFong
474;two_seconds;29;14;8.87130204648675;10.4733242134063;5.58934169278997;15;PinkFong
475;all_frames;16;6;2.38746727726266;8.98934452696158;6.48275862068966;16;PinkFong
476;half_half_second;21;1;2.38746727726266;8.98934452696158;6.48275862068966;16;PinkFong
477;half_second;19;3;2.38746727726266;8.98934452696158;6.48275862068966;16;PinkFong
478;per_second;22;0;2.38746727726266;8.98934452696158;6.48275862068966;16;PinkFong
479;two_seconds;21;1;2.38746727726266;8.98934452696158;6.48275862068966;16;PinkFong
480;all_frames;30;56;26.3874970393177;15;3.65632183908046;17;PinkFong
481;half_half_second;86;0;26.3874970393177;15;3.65632183908046;17;PinkFong
482;half_second;83;3;26.3874970393177;15;3.65632183908046;17;PinkFong
483;per_second;47;39;26.3874970393177;15;3.65632183908046;17;PinkFong
484;two_seconds;36;50;26.3874970393177;15;3.65632183908046;17;PinkFong
485;all_frames;4;16;5.8309518948453;3.09884238646483;16.6120689655172;18;PinkFong
486;half_half_second;10;10;5.8309518948453;3.09884238646483;16.6120689655172;18;PinkFong
487;half_second;20;0;5.8309518948453;3.09884238646483;16.6120689655172;18;PinkFong
488;per_second;12;8;5.8309518948453;3.09884238646483;16.6120689655172;18;PinkFong
489;two_seconds;9;11;5.8309518948453;3.09884238646483;16.6120689655172;18;PinkFong
490;all_frames;51;23;12.0291313069565;21.5336083474885;2.38201487491548;19;PinkFong
491;half_half_second;74;0;12.0291313069565;21.5336083474885;2.38201487491548;19;PinkFong
492;half_second;64;10;12.0291313069565;21.5336083474885;2.38201487491548;19;PinkFong
493;per_second;54;20;12.0291313069565;21.5336083474885;2.38201487491548;19;PinkFong
494;two_seconds;43;31;12.0291313069565;21.5336083474885;2.38201487491548;19;PinkFong
495;all_frames;36;75;33.6496656744164;18.7080476362324;2.98032407407407;20;PinkFong
496;half_half_second;111;0;33.6496656744164;18.7080476362324;2.98032407407407;20;PinkFong
497;half_second;95;16;33.6496656744164;18.7080476362324;2.98032407407407;20;PinkFong
498;per_second;56;55;33.6496656744164;18.7080476362324;2.98032407407407;20;PinkFong
499;two_seconds;40;71;33.6496656744164;18.7080476362324;2.98032407407407;20;PinkFong
500;all_frames;31;10;4.06201920231798;13.4660633484163;3.86155913978495;1;SuperSimpleSongs
501;half_half_second;38;3;4.06201920231798;13.4660633484163;3.86155913978495;1;SuperSimpleSongs
502;half_second;40;1;4.06201920231798;13.4660633484163;3.86155913978495;1;SuperSimpleSongs
503;per_second;41;0;4.06201920231798;13.4660633484163;3.86155913978495;1;SuperSimpleSongs
504;two_seconds;35;6;4.06201920231798;13.4660633484163;3.86155913978495;1;SuperSimpleSongs
505;all_frames;28;37;13.9176147381654;13.2283464566929;4.37946428571429;2;SuperSimpleSongs
506;half_half_second;49;16;13.9176147381654;13.2283464566929;4.37946428571429;2;SuperSimpleSongs
507;half_second;65;0;13.9176147381654;13.2283464566929;4.37946428571429;2;SuperSimpleSongs
508;per_second;55;10;13.9176147381654;13.2283464566929;4.37946428571429;2;SuperSimpleSongs
509;two_seconds;42;23;13.9176147381654;13.2283464566929;4.37946428571429;2;SuperSimpleSongs
510;all_frames;15;5;2;5.32807104094721;6.97222222222222;3;SuperSimpleSongs
511;half_half_second;16;4;2;5.32807104094721;6.97222222222222;3;SuperSimpleSongs
512;half_second;16;4;2;5.32807104094721;6.97222222222222;3;SuperSimpleSongs
513;per_second;18;2;2;5.32807104094721;6.97222222222222;3;SuperSimpleSongs
514;two_seconds;20;0;2;5.32807104094721;6.97222222222222;3;SuperSimpleSongs
515;all_frames;24;14;5.7706152185014;8.68725868725869;6.375;4;SuperSimpleSongs
516;half_half_second;38;0;5.7706152185014;8.68725868725869;6.375;4;SuperSimpleSongs
517;half_second;36;2;5.7706152185014;8.68725868725869;6.375;4;SuperSimpleSongs
518;per_second;35;3;5.7706152185014;8.68725868725869;6.375;4;SuperSimpleSongs
519;two_seconds;29;9;5.7706152185014;8.68725868725869;6.375;4;SuperSimpleSongs
520;all_frames;40;2;1.87082869338697;12.7847171197649;3.87931034482759;5;SuperSimpleSongs
521;half_half_second;40;2;1.87082869338697;12.7847171197649;3.87931034482759;5;SuperSimpleSongs
522;half_second;41;1;1.87082869338697;12.7847171197649;3.87931034482759;5;SuperSimpleSongs
523;per_second;42;0;1.87082869338697;12.7847171197649;3.87931034482759;5;SuperSimpleSongs
524;two_seconds;37;5;1.87082869338697;12.7847171197649;3.87931034482759;5;SuperSimpleSongs
525;all_frames;73;22;11.2782977438973;22.2053231939164;2.46175799086758;6;SuperSimpleSongs
526;half_half_second;95;0;11.2782977438973;22.2053231939164;2.46175799086758;6;SuperSimpleSongs
527;half_second;88;7;11.2782977438973;22.2053231939164;2.46175799086758;6;SuperSimpleSongs
528;per_second;83;12;11.2782977438973;22.2053231939164;2.46175799086758;6;SuperSimpleSongs
529;two_seconds;67;28;11.2782977438973;22.2053231939164;2.46175799086758;6;SuperSimpleSongs
530;all_frames;59;59;24.6069095987286;15.2586206896552;3.78672316384181;7;SuperSimpleSongs
531;half_half_second;73;45;24.6069095987286;15.2586206896552;3.78672316384181;7;SuperSimpleSongs
532;half_second;118;0;24.6069095987286;15.2586206896552;3.78672316384181;7;SuperSimpleSongs
533;per_second;107;11;24.6069095987286;15.2586206896552;3.78672316384181;7;SuperSimpleSongs
534;two_seconds;78;40;24.6069095987286;15.2586206896552;3.78672316384181;7;SuperSimpleSongs
535;all_frames;60;9;4.47213595499958;17.6759410801964;2.96319444444445;8;SuperSimpleSongs
536;half_half_second;66;3;4.47213595499958;17.6759410801964;2.96319444444445;8;SuperSimpleSongs
537;half_second;69;0;4.47213595499958;17.6759410801964;2.96319444444445;8;SuperSimpleSongs
538;per_second;62;7;4.47213595499958;17.6759410801964;2.96319444444445;8;SuperSimpleSongs
539;two_seconds;58;11;4.47213595499958;17.6759410801964;2.96319444444445;8;SuperSimpleSongs
540;all_frames;38;15;5.78791845139511;11.6351265149904;4.71929824561404;9;SuperSimpleSongs
541;half_half_second;47;6;5.78791845139511;11.6351265149904;4.71929824561404;9;SuperSimpleSongs
542;half_second;53;0;5.78791845139511;11.6351265149904;4.71929824561404;9;SuperSimpleSongs
543;per_second;46;7;5.78791845139511;11.6351265149904;4.71929824561404;9;SuperSimpleSongs
544;two_seconds;41;12;5.78791845139511;11.6351265149904;4.71929824561404;9;SuperSimpleSongs
545;all_frames;0;5;2.48997991959775;0;0;10;SuperSimpleSongs
546;half_half_second;5;0;2.48997991959775;0;0;10;SuperSimpleSongs
547;half_second;5;0;2.48997991959775;0;0;10;SuperSimpleSongs
548;per_second;5;0;2.48997991959775;0;0;10;SuperSimpleSongs
549;two_seconds;1;4;2.48997991959775;0;0;10;SuperSimpleSongs
550;all_frames;10;16;6.91375440697744;5.39325842696629;8.2625;11;SuperSimpleSongs
551;half_half_second;25;1;6.91375440697744;5.39325842696629;8.2625;11;SuperSimpleSongs
552;half_second;26;0;6.91375440697744;5.39325842696629;8.2625;11;SuperSimpleSongs
553;per_second;18;8;6.91375440697744;5.39325842696629;8.2625;11;SuperSimpleSongs
554;two_seconds;14;12;6.91375440697744;5.39325842696629;8.2625;11;SuperSimpleSongs
555;all_frames;21;8;3.71483512420134;7.92452830188679;6.97865353037767;12;SuperSimpleSongs
556;half_half_second;21;8;3.71483512420134;7.92452830188679;6.97865353037767;12;SuperSimpleSongs
557;half_second;21;8;3.71483512420134;7.92452830188679;6.97865353037767;12;SuperSimpleSongs
558;per_second;26;3;3.71483512420134;7.92452830188679;6.97865353037767;12;SuperSimpleSongs
559;two_seconds;29;0;3.71483512420134;7.92452830188679;6.97865353037767;12;SuperSimpleSongs
560;all_frames;3;2;0.836660026534076;1.88235294117647;26.6666666666667;13;SuperSimpleSongs
561;half_half_second;3;2;0.836660026534076;1.88235294117647;26.6666666666667;13;SuperSimpleSongs
562;half_second;4;1;0.836660026534076;1.88235294117647;26.6666666666667;13;SuperSimpleSongs
563;per_second;4;1;0.836660026534076;1.88235294117647;26.6666666666667;13;SuperSimpleSongs
564;two_seconds;5;0;0.836660026534076;1.88235294117647;26.6666666666667;13;SuperSimpleSongs
565;all_frames;36;8;3.3466401061363;18.8317349607672;2.95092592592593;14;SuperSimpleSongs
566;half_half_second;38;6;3.3466401061363;18.8317349607672;2.95092592592593;14;SuperSimpleSongs
567;half_second;40;4;3.3466401061363;18.8317349607672;2.95092592592593;14;SuperSimpleSongs
568;per_second;44;0;3.3466401061363;18.8317349607672;2.95092592592593;14;SuperSimpleSongs
569;two_seconds;36;8;3.3466401061363;18.8317349607672;2.95092592592593;14;SuperSimpleSongs
570;all_frames;31;64;24.4028686838249;10.705035971223;5.58333333333333;15;SuperSimpleSongs
571;half_half_second;76;19;24.4028686838249;10.705035971223;5.58333333333333;15;SuperSimpleSongs
572;half_second;95;0;24.4028686838249;10.705035971223;5.58333333333333;15;SuperSimpleSongs
573;per_second;71;24;24.4028686838249;10.705035971223;5.58333333333333;15;SuperSimpleSongs
574;two_seconds;52;43;24.4028686838249;10.705035971223;5.58333333333333;15;SuperSimpleSongs
575;all_frames;16;9;3.96232255123179;7.66942148760331;5.1551724137931;16;SuperSimpleSongs
576;half_half_second;25;0;3.96232255123179;7.66942148760331;5.1551724137931;16;SuperSimpleSongs
577;half_second;20;5;3.96232255123179;7.66942148760331;5.1551724137931;16;SuperSimpleSongs
578;per_second;18;7;3.96232255123179;7.66942148760331;5.1551724137931;16;SuperSimpleSongs
579;two_seconds;15;10;3.96232255123179;7.66942148760331;5.1551724137931;16;SuperSimpleSongs
580;all_frames;20;18;6.8044103344816;11.9669876203576;4.71034482758621;17;SuperSimpleSongs
581;half_half_second;38;0;6.8044103344816;11.9669876203576;4.71034482758621;17;SuperSimpleSongs
582;half_second;33;5;6.8044103344816;11.9669876203576;4.71034482758621;17;SuperSimpleSongs
583;per_second;33;5;6.8044103344816;11.9669876203576;4.71034482758621;17;SuperSimpleSongs
584;two_seconds;28;10;6.8044103344816;11.9669876203576;4.71034482758621;17;SuperSimpleSongs
585;all_frames;5;21;9.18150314491042;2.00877395520665;19.4551724137931;18;SuperSimpleSongs
586;half_half_second;26;0;9.18150314491042;2.00877395520665;19.4551724137931;18;SuperSimpleSongs
587;half_second;24;2;9.18150314491042;2.00877395520665;19.4551724137931;18;SuperSimpleSongs
588;per_second;14;12;9.18150314491042;2.00877395520665;19.4551724137931;18;SuperSimpleSongs
589;two_seconds;9;17;9.18150314491042;2.00877395520665;19.4551724137931;18;SuperSimpleSongs
590;all_frames;9;24;9.87420882906575;3.3457249070632;15.3222222222222;19;SuperSimpleSongs
591;half_half_second;12;21;9.87420882906575;3.3457249070632;15.3222222222222;19;SuperSimpleSongs
592;half_second;16;17;9.87420882906575;3.3457249070632;15.3222222222222;19;SuperSimpleSongs
593;per_second;33;0;9.87420882906575;3.3457249070632;15.3222222222222;19;SuperSimpleSongs
594;two_seconds;10;23;9.87420882906575;3.3457249070632;15.3222222222222;19;SuperSimpleSongs
595;all_frames;66;13;9.17605579756357;21.8282039503905;2.52083333333333;20;SuperSimpleSongs
596;half_half_second;75;4;9.17605579756357;21.8282039503905;2.52083333333333;20;SuperSimpleSongs
597;half_second;79;0;9.17605579756357;21.8282039503905;2.52083333333333;20;SuperSimpleSongs
598;per_second;77;2;9.17605579756357;21.8282039503905;2.52083333333333;20;SuperSimpleSongs
599;two_seconds;57;22;9.17605579756357;21.8282039503905;2.52083333333333;20;SuperSimpleSongs
